trade_id,symbol,order_side,state,placed_candle,placed_datetime,entry_price,entry_executed_price,size,tp,sl,open_candle,open_datetime,close_candle,close_datetime,exit_price,pnl,close_reason
d43f0916-216a-47d5-9f2d-6f1b878c98c8,GBPJPY,SELL,SL_HIT,43,2025-12-24 16:00:00,210.43399,210.43399,4064,209.94194999999996,210.70001000000002,43,2025-12-24 17:00:00,50,2025-12-26 00:00:00,210.808,-1519.9766399999935,SL
76e109ec-2904-4396-b2db-7c5281894fd6,GBPJPY,SELL,TP_HIT,82,2025-12-29 07:00:00,211.07699,211.07699,5068,210.68895,211.29101,86,2025-12-29 12:00:00,88,2025-12-29 14:00:00,210.68895000000003,1966.5867199998029,TP
a3f7139d-1d21-4bc3-9980-6124eaf4e2f7,GBPJPY,SELL,SL_HIT,112,2025-12-30 13:00:00,210.66699,210.66699,4614,210.23295000000002,210.90401,112,2025-12-30 14:00:00,136,2025-12-31 14:00:00,210.90401,-1093.610280000005,SL
673916ef-1843-4f10-9770-f7e71e9ab470,GBPJPY,SELL,SL_HIT,133,2025-12-31 10:00:00,210.46399,210.46399,3475,209.86794999999998,210.78201,133,2025-12-31 11:00:00,135,2025-12-31 13:00:00,210.78201,-1105.119500000064,SL
0fb5a0b0-48b3-4e47-aafe-cdd74583b665,GBPJPY,SELL,SL_HIT,180,2026-01-05 09:00:00,210.93198999999998,210.93198999999998,4459,210.49394999999993,211.17101000000002,181,2026-01-05 11:00:00,186,2026-01-05 16:00:00,211.17101000000002,-1065.7901800001744,SL
1b76b850-a192-476d-a814-73fa737f807b,GBPJPY,SELL,SL_HIT,242,2026-01-07 23:00:00,211.00399,211.00398999999996,23513,210.92194999999998,211.06501,244,2026-01-08 02:00:00,245,2026-01-08 03:00:00,211.06500999999997,-1434.763260000315,SL
# RR: 2.0
# Win Ratio: 16.67%
# TPs: 1
# SLs: 5
# Total Trades: 6
# Total PnL: -4252.673140000749
# Total Win PnL: 1966.5867199998029
# Total Loss PnL: -6219.259860000552
# Init: 100000.0, Final: 94222.15395205698, Pnl%: -5.78%
# Max Drawdown: 6.20%
# Sharpe Ratio: -8.49
#
