trade_id,symbol,order_side,state,placed_candle,placed_datetime,entry_price,entry_executed_price,size,tp,sl,open_candle,open_datetime,close_candle,close_datetime,exit_price,pnl,close_reason
2d332836-4cb6-4d8f-8b19-9ea4e84e15c0,XAGUSD,BUY,TP_HIT,45,2025-12-05 04:00:00,57.44601,57.44601000000001,1515,58.502042,56.765989999999995,45,2025-12-05 05:00:00,56,2025-12-05 16:00:00,58.502042,1599.8884799999921,TP
fb532fbb-57d8-4d7c-a26f-088c00f28339,XAGUSD,SELL,SL_HIT,67,2025-12-08 03:00:00,58.24999,58.24999,1243,56.942757999999984,59.08701000000001,70,2025-12-08 07:00:00,102,2025-12-09 16:00:00,59.08701000000001,-1040.415860000012,SL
268f495e-cbf7-431c-8c0f-f06fd062535d,XAGUSD,SELL,SL_HIT,94,2025-12-09 07:00:00,57.83099,57.83098999999999,2313,57.11895799999999,58.29601000000001,94,2025-12-09 08:00:00,96,2025-12-09 10:00:00,58.29601000000002,-1075.5912600000554,SL
cf6faa53-110d-469e-912e-1fdaeffac30f,XAGUSD,SELL,SL_HIT,173,2025-12-12 17:00:00,63.42299,63.42299,931,61.715758,64.51001,188,2025-12-15 10:00:00,227,2025-12-17 03:00:00,64.51001,-1012.0156199999958,SL
cae9b6fe-9ba5-4ac5-9b9d-90cbeec9c43b,XAGUSD,SELL,SL_HIT,206,2025-12-16 04:00:00,63.30999,63.30999,1301,62.077957999999995,64.10001,216,2025-12-16 15:00:00,227,2025-12-17 03:00:00,64.10001,-1027.816019999998,SL
1fef7025-4e1e-4a03-a3d5-fd8a1e2e0377,XAGUSD,SELL,TP_HIT,274,2025-12-19 03:00:00,65.15999,65.15999,2496,64.53595799999998,65.57001,274,2025-12-19 04:00:00,275,2025-12-19 05:00:00,64.53595799999998,1557.5838720000347,TP
321f84bc-a663-4301-835c-3b4dc0d017b8,XAGUSD,BUY,TP_HIT,321,2025-12-23 04:00:00,69.19601,69.19601,1146,70.57684200000001,68.31299,324,2025-12-23 08:00:00,331,2025-12-23 15:00:00,70.57684200000001,1582.433472000014,TP
c01b0281-9ca5-4a71-a041-b7941dc56014,XAGUSD,SELL,SL_HIT,396,2025-12-29 13:00:00,74.50599,74.50599,831,72.57315799999999,75.73401,396,2025-12-29 14:00:00,397,2025-12-29 15:00:00,75.73401,-1020.4846200000006,SL
ade68220-a576-45cc-9b99-c3560a9f46f5,XAGUSD,BUY,SL_HIT,424,2025-12-30 18:00:00,76.31001,76.31001,1136,77.71004200000002,75.41499,426,2025-12-30 21:00:00,427,2025-12-30 22:00:00,75.41499,-1016.7427200000027,SL
f48ec4d7-96d6-4f8c-9cff-53772c435880,XAGUSD,SELL,SL_HIT,450,2025-12-31 21:00:00,70.99898999999999,70.99898999999999,414,67.19895799999998,73.39401,450,2025-12-31 22:00:00,456,2026-01-02 05:00:00,73.39401,-991.538280000001,SL
e5741637-04a7-4437-8dda-0045f888290d,XAGUSD,BUY,TP_HIT,459,2026-01-02 07:00:00,73.37401,73.37401,330,78.08604199999999,70.40899,467,2026-01-02 16:00:00,502,2026-01-06 05:00:00,78.08604199999999,1554.970559999998,TP
675fc589-c7cf-42a1-adab-0900971977ae,XAGUSD,BUY,TP_HIT,491,2026-01-05 16:00:00,76.26001000000001,76.26001000000001,669,78.64244200000003,74.75099,493,2026-01-05 19:00:00,502,2026-01-06 05:00:00,78.64244200000003,1593.8470080000152,TP
7848ceeb-7f57-413d-94ee-03203c90f453,XAGUSD,BUY,SL_HIT,522,2026-01-07 01:00:00,81.19701,81.19701,887,83.00984200000003,80.04399,523,2026-01-07 03:00:00,524,2026-01-07 04:00:00,80.04399,-1022.7287400000108,SL
28388ca2-4a01-4907-bf52-e316fe124e8b,XAGUSD,SELL,TP_HIT,546,2026-01-08 02:00:00,78.05199,78.05199,1483,76.978358,78.74301,546,2026-01-08 03:00:00,550,2026-01-08 07:00:00,76.978358,1592.1962560000052,TP
7d57432c-d221-45b0-bff6-0d8b1663233d,XAGUSD,SELL,SL_HIT,557,2026-01-08 13:00:00,75.69099,75.69099,2356,75.00455799999999,76.14001,560,2026-01-08 17:00:00,561,2026-01-08 18:00:00,76.14001,-1057.8911200000105,SL
f5d603b6-c60f-42d4-b4e9-d016f623bdb7,XAGUSD,BUY,TP_HIT,605,2026-01-12 15:00:00,84.52401,84.52401000000002,199,92.54164200000001,79.49299,605,2026-01-12 16:00:00,656,2026-01-14 21:00:00,92.54164200000001,1595.5087679999983,TP
11793281-3463-4bfc-9153-014e639ef11d,XAGUSD,BUY,SL_HIT,656,2026-01-14 20:00:00,91.79101,91.79101,812,93.82144199999999,90.50199,659,2026-01-15 01:00:00,661,2026-01-15 03:00:00,90.50199000000002,-1046.6842399999832,SL
73a7d68b-27db-4704-814c-c1597c5ec481,XAGUSD,SELL,TP_HIT,664,2026-01-15 05:00:00,88.00198999999999,88.00198999999999,1516,86.94115799999996,88.68501,664,2026-01-15 06:00:00,665,2026-01-15 07:00:00,86.94115799999996,1608.2213120000506,TP
7853ebb2-9489-4164-8851-2760220d55c9,XAGUSD,SELL,SL_HIT,674,2026-01-15 15:00:00,89.34599,89.34599,542,86.333158,91.24901,674,2026-01-15 16:00:00,676,2026-01-15 18:00:00,91.24901,-1031.436839999999,SL
4b00f698-7362-4e38-91e4-3805a113dab5,XAGUSD,BUY,SL_HIT,678,2026-01-15 19:00:00,91.22901,91.22901000000002,370,95.595442,88.47999,680,2026-01-15 22:00:00,696,2026-01-16 15:00:00,88.47999,-1017.1374000000059,SL
# RR: 1.6
# Win Ratio: 40.00%
# TPs: 8
# SLs: 12
# Total Trades: 20
# Total PnL: 324.16700800003343
# Total Win PnL: 12684.649728000108
# Total Loss PnL: -12360.482720000075
# Init: 100000.0, Final: 100067.1293863898, Pnl%: 0.07%
# Max Drawdown: 4.09%
# Sharpe Ratio: 0.20
#
