trade_id,symbol,order_side,state,placed_candle,placed_datetime,entry_price,entry_executed_price,size,tp,sl,open_candle,open_datetime,close_candle,close_datetime,exit_price,pnl,close_reason
4252e823-a986-4d00-b5f3-a6b13c9794da,SOLUSD,BUY,TP_HIT,1,2025-12-03 04:00:00,139.67351,139.67351,564,142.50554199999996,137.90329,1,2025-12-03 05:00:00,3,2025-12-03 07:00:00,142.50554199999996,1597.266047999983,TP
09daf941-cf19-40ad-b976-ed674fff8843,SOLUSD,SELL,TP_HIT,44,2025-12-04 23:00:00,139.47169,139.47169,1345,138.263818,140.22681,44,2025-12-05 00:00:00,49,2025-12-05 05:00:00,138.263818,1624.587840000012,TP
14543b88-06d4-4c0e-8080-fafc9221a52d,SOLUSD,SELL,SL_HIT,50,2025-12-05 05:00:00,138.82169,138.82169,1284,137.536858,139.62491,50,2025-12-05 06:00:00,53,2025-12-05 09:00:00,139.62491,-1031.3344800000132,SL
de102cf3-cbd0-45cc-86af-b07804559a4c,SOLUSD,SELL,TP_HIT,56,2025-12-05 11:00:00,137.84279,137.84279,626,135.23491800000002,139.47291,57,2025-12-05 13:00:00,60,2025-12-05 16:00:00,135.23491800000002,1632.5278719999915,TP
313b4329-8553-4324-b93a-0b0ed06be0ad,SOLUSD,SELL,TP_HIT,60,2025-12-05 15:00:00,136.14289,136.14289,755,133.925418,137.52901,61,2025-12-05 17:00:00,62,2025-12-05 18:00:00,133.925418,1674.1913599999898,TP
6e2d28c3-0409-4511-8e98-022b64736660,SOLUSD,SELL,TP_HIT,89,2025-12-06 20:00:00,132.64209,132.64209,4725,132.28525799999997,132.86531000000002,89,2025-12-06 21:00:00,90,2025-12-06 22:00:00,131.8532,3727.5052500000434,TP
9fbae850-7275-4811-846d-74b4da85cc60,SOLUSD,SELL,TP_HIT,102,2025-12-07 09:00:00,132.59219,132.59219,4024,132.15871799999996,132.86331,106,2025-12-07 14:00:00,107,2025-12-07 15:00:00,132.15871799999996,1744.2913280000932,TP
871887bd-863f-43b5-b83a-5b78e72d1446,SOLUSD,SELL,SL_HIT,108,2025-12-07 15:00:00,131.64319,131.64319,1062,129.97611799999999,132.68531000000002,109,2025-12-07 17:00:00,111,2025-12-07 19:00:00,132.68531000000002,-1106.7314400000118,SL
38f51943-dd10-42a1-9f10-c2325479379f,SOLUSD,SELL,SL_HIT,142,2025-12-09 01:00:00,133.35349,133.35349,1525,132.204658,134.07171,142,2025-12-09 02:00:00,145,2025-12-09 05:00:00,134.07171,-1095.2855000000036,SL
c72acc7b-ae0d-497f-a98c-71dbbb005cd6,SOLUSD,SELL,SL_HIT,145,2025-12-09 04:00:00,132.78349,132.78349,11204,132.623458,132.88371,145,2025-12-09 05:00:00,146,2025-12-09 06:00:00,133.9235,-12772.672039999883,SL
590df569-86a5-4c68-9929-4e03da49550e,SOLUSD,SELL,SL_HIT,147,2025-12-09 06:00:00,132.52349,132.52349,681,130.28345800000002,133.92371,147,2025-12-09 07:00:00,157,2025-12-09 17:00:00,133.92371,-953.5498199999934,SL
