trade_id,symbol,order_side,state,placed_candle,placed_datetime,entry_price,entry_executed_price,size,tp,sl,open_candle,open_datetime,close_candle,close_datetime,exit_price,pnl,close_reason
7441618b-cce6-4c39-ba92-18bffa62706f,EURUSD,SELL,SL_HIT,28,2025-12-02 18:00:00,1.1605699999999999,1.1605699999999999,877192,1.1582899999999996,1.16191,28,2025-12-02 19:00:00,30,2025-12-02 21:00:00,1.16191,-1175.4372800001042,SL
f8356ae6-2726-4419-9b54-a24e24a0a772,EURUSD,SELL,TP_HIT,76,2025-12-04 18:00:00,1.16658,1.16658,704725,1.1637799999999998,1.16818,90,2025-12-05 09:00:00,99,2025-12-05 18:00:00,1.1637799999999998,1973.2300000000957,TP
21e2a226-b863-4897-a042-eb7ec51bdc6c,EURUSD,SELL,SL_HIT,100,2025-12-05 18:00:00,1.16455,1.16455,598234,1.1611899999999997,1.16643,101,2025-12-05 20:00:00,113,2025-12-08 08:00:00,1.16643,-1124.679920000062,SL
ec52a433-91fe-47be-948e-a60051e061ef,EURUSD,SELL,SL_HIT,123,2025-12-08 17:00:00,1.16397,1.16397,757764,1.1613499999999997,1.16548,125,2025-12-08 20:00:00,140,2025-12-09 11:00:00,1.16548,-1144.2236400000927,SL
b176908c-bd4d-4cb9-ac4d-3233162443e0,EURUSD,SELL,SL_HIT,147,2025-12-09 17:00:00,1.1637899999999999,1.1637899999999999,704904,1.1610099999999994,1.16538,147,2025-12-09 18:00:00,163,2025-12-10 10:00:00,1.16538,-1120.7973600001426,SL
# RR: 2.0
# Win Ratio: 20.00%
# TPs: 1
# SLs: 4
# Total Trades: 5
# Total PnL: -2591.908200000306
# Total Win PnL: 1973.2300000000957
# Total Loss PnL: -4565.138200000401
# Init: 100000.0, Final: 96729.61100672284, Pnl%: -3.27%
# Max Drawdown: 4.04%
# Sharpe Ratio: -5.91
#
