trade_id,symbol,order_side,state,placed_candle,placed_datetime,entry_price,entry_executed_price,size,tp,sl,open_candle,open_datetime,close_candle,close_datetime,exit_price,pnl,close_reason
3ba24241-4844-4c1c-a21e-9c174023421b,XAUUSD,SELL,SL_HIT,2,2025-12-03 07:00:00,4221.11999,4221.11999,826,4219.1839580000005,4222.35001,9,2025-12-03 15:00:00,10,2025-12-03 16:00:00,4237.12,-13216.008259999791,SL
e8c55af1-1eed-4880-a3cd-e777f992fb5d,XAUUSD,SELL,TP_HIT,13,2025-12-03 18:00:00,4212.32999,4212.32999,222,4206.121958000001,4216.23001,13,2025-12-03 19:00:00,14,2025-12-03 20:00:00,4206.121958000001,1378.1831039998997,TP
4dc973d6-7552-4f23-b82e-82122354105e,XAUUSD,SELL,SL_HIT,15,2025-12-03 20:00:00,4200.69999,4200.69999,84,4184.171958000001,4211.05001,15,2025-12-03 21:00:00,16,2025-12-03 22:00:00,4211.05001,-869.4016799999881,SL
72d7b4c8-dacd-4a1f-8e10-b83f1c70988d,XAUUSD,SELL,SL_HIT,25,2025-12-04 07:00:00,4195.639990000001,4195.639990000001,765,4193.831958000002,4196.790010000001,27,2025-12-04 10:00:00,28,2025-12-04 11:00:00,4196.790010000001,-879.765300000031,SL
cdc31970-93bb-4183-8be1-b3e1552eb73f,XAUUSD,SELL,SL_HIT,32,2025-12-04 14:00:00,4197.31999,4197.31999,727,4195.447958000001,4198.51001,32,2025-12-04 15:00:00,33,2025-12-04 16:00:00,4198.51001,-865.144540000003,SL
4b53a18c-90bd-4fd3-ac8a-70de4f409e4e,XAUUSD,SELL,TP_HIT,73,2025-12-08 09:00:00,4208.36999,4208.36999,95,4194.353958000001,4217.15001,73,2025-12-08 10:00:00,80,2025-12-08 17:00:00,4194.353958000001,1331.5230399999564,TP
457f0ae0-0674-4e78-8ba1-1e3e9e725d38,XAUUSD,SELL,SL_HIT,76,2025-12-08 12:00:00,4206.82999,4206.82999,364,4203.117958000002,4209.17001,76,2025-12-08 13:00:00,77,2025-12-08 14:00:00,4209.17001,-851.7672799998691,SL
b3357467-5421-4cdf-8b44-7e9101e23c56,XAUUSD,SELL,TP_HIT,79,2025-12-08 15:00:00,4203.389990000001,4203.389990000001,81,4186.861958000001,4213.74001,79,2025-12-08 16:00:00,80,2025-12-08 17:00:00,4186.861958000001,1338.7705919999398,TP
2040fe9f-8b9f-4685-a9ad-0e9024408263,XAUUSD,SELL,SL_HIT,89,2025-12-09 02:00:00,4190.5099900000005,4190.5099900000005,210,4184.029958000001,4194.580010000001,89,2025-12-09 03:00:00,90,2025-12-09 04:00:00,4196.16,-1186.5020999998706,SL
e340822c-eb8d-48ab-8b39-ad854eedbaa0,XAUUSD,SELL,TP_HIT,91,2025-12-09 04:00:00,4190.33999,4190.33999,144,4181.0279580000015,4196.18001,91,2025-12-09 05:00:00,93,2025-12-09 07:00:00,4181.0279580000015,1340.9326079998427,TP
9c544b95-987b-4187-8fc7-b69cd493e683,XAUUSD,SELL,SL_HIT,93,2025-12-09 06:00:00,4189.87999,4189.87999,187,4182.631958000002,4194.43001,96,2025-12-09 10:00:00,97,2025-12-09 11:00:00,4194.43001,-850.8537399999395,SL
6f9f6fef-03a0-4043-ae0d-2b70a8d61574,XAUUSD,SELL,TP_HIT,119,2025-12-10 09:00:00,4206.24999,4206.24999,169,4198.313958000001,4211.23001,119,2025-12-10 10:00:00,120,2025-12-10 11:00:00,4197.87,1416.2183100000611,TP
d4d41f13-ab05-48f4-b944-55ecb1afb494,XAUUSD,SELL,SL_HIT,126,2025-12-10 16:00:00,4196.22999,4196.22999,192,4189.125958,4200.69001,126,2025-12-10 17:00:00,127,2025-12-10 18:00:00,4200.69001,-856.3238400000846,SL
6ba0def4-3763-4e14-b6c7-23aa8fc55a93,XAUUSD,SELL,SL_HIT,203,2025-12-16 01:00:00,4304.32999,4304.32999,355,4300.521958000001,4306.73001,203,2025-12-16 02:00:00,204,2025-12-16 03:00:00,4307.73,-1207.0035499997812,SL
8f98b032-310d-42ab-a79f-134a6d724088,XAUUSD,SELL,SL_HIT,208,2025-12-16 06:00:00,4289.68999,4289.68999,722,4287.849958,4290.86001,208,2025-12-16 07:00:00,209,2025-12-16 08:00:00,4290.86001,-844.7544400003444,SL
ff33a4e8-3b52-4535-8733-600a0d847ff8,XAUUSD,SELL,TP_HIT,213,2025-12-16 11:00:00,4284.11999,4284.11999,161,4276.007958000001,4289.21001,213,2025-12-16 12:00:00,214,2025-12-16 13:00:00,4276.007958000001,1306.0371519998534,TP
6b78f3b0-fb49-4660-833b-afe39fa95ae2,XAUUSD,SELL,SL_HIT,262,2025-12-18 14:00:00,4323.27999,4323.27999,376,4319.7599580000015,4325.50001,262,2025-12-18 15:00:00,263,2025-12-18 16:00:00,4336.45,-4951.923759999932,SL
30200616-5e54-4890-9ba3-3e809b4b49ae,XAUUSD,SELL,SL_HIT,269,2025-12-18 21:00:00,4328.44999,4328.44999,24,4277.537958,4360.290010000001,269,2025-12-18 22:00:00,295,2025-12-22 02:00:00,4360.290010000001,-764.1604800000132,SL
7d905c8a-d98e-4a3a-9f58-8aac5ad31de1,XAUUSD,SELL,TP_HIT,396,2025-12-29 13:00:00,4460.99999,4460.99999,69,4443.367958000001,4472.040010000001,396,2025-12-29 14:00:00,397,2025-12-29 15:00:00,4443.367958000001,1216.6102079999673,TP
24b59f4f-f814-4207-a66e-bc5150092dd6,XAUUSD,SELL,TP_HIT,426,2025-12-30 20:00:00,4365.02999,4365.029990000001,61,4344.677958,4377.77001,426,2025-12-30 21:00:00,427,2025-12-30 22:00:00,4344.677958,1241.4739520000421,TP
97fc5c59-f21a-4be6-aa90-a27cde3c944f,XAUUSD,SELL,TP_HIT,435,2025-12-31 06:00:00,4338.20999,4338.20999,28,4293.793958000001,4365.99001,435,2025-12-31 07:00:00,436,2025-12-31 08:00:00,4285.95,1463.2797200000132,TP
b42e2bf9-d04e-481b-85aa-27ae0bea4e46,XAUUSD,SELL,SL_HIT,441,2025-12-31 12:00:00,4307.29999,4307.29999,43,4277.731958000002,4325.80001,441,2025-12-31 13:00:00,443,2025-12-31 15:00:00,4325.80001,-795.5008599999783,SL
31ab17f8-32fb-4ee5-b725-e9f5de02d440,XAUUSD,BUY,TP_HIT,477,2026-01-05 02:00:00,4394.34001,4394.34001,10,4521.012041999999,4315.14999,477,2026-01-05 03:00:00,590,2026-01-12 01:00:00,4521.012041999999,1266.720319999995,TP
42c10da1-717a-4105-bd53-3aab95a673e8,XAUUSD,SELL,TP_HIT,662,2026-01-15 03:00:00,4613.74999,4613.74999,31,4572.885958000001,4639.31001,662,2026-01-15 04:00:00,698,2026-01-16 17:00:00,4572.885958000001,1266.7849919999844,TP
010c9847-18eb-4250-84d8-60d047d6d108,XAUUSD,SELL,SL_HIT,664,2026-01-15 05:00:00,4600.06999,4600.06999,296,4595.621958,4602.870010000001,666,2026-01-15 08:00:00,667,2026-01-15 09:00:00,4610.12,-2974.802959999979,SL
