time,open,high,low,close,tick_volume,spread,real_volume
2025-12-01 12:00:00,2.02025,2.02076,2.01848,2.01966,5449,7,0
2025-12-01 13:00:00,2.01966,2.02041,2.01843,2.01906,5055,6,0
2025-12-01 14:00:00,2.01906,2.02257,2.01893,2.02131,5953,6,0
2025-12-01 15:00:00,2.02131,2.02249,2.02071,2.02213,7276,7,0
2025-12-01 16:00:00,2.02211,2.02212,2.01889,2.01889,9364,2,0
2025-12-01 17:00:00,2.01853,2.0224,2.01853,2.02192,11619,3,0
2025-12-01 18:00:00,2.02192,2.02198,2.01801,2.01839,8162,2,0
2025-12-01 19:00:00,2.01837,2.01907,2.01764,2.01815,6127,2,0
2025-12-01 20:00:00,2.01815,2.0187,2.01778,2.01807,4810,2,0
2025-12-01 21:00:00,2.01806,2.01984,2.01793,2.01932,5509,2,0
2025-12-01 22:00:00,2.01934,2.01984,2.01904,2.01945,4150,2,0
2025-12-01 23:00:00,2.01945,2.01995,2.01848,2.01878,2271,7,0
2025-12-02 00:00:00,2.01896,2.02033,2.01852,2.01912,667,34,0
2025-12-02 01:00:00,2.01926,2.01964,2.01837,2.01912,1207,6,0
2025-12-02 02:00:00,2.01912,2.01989,2.01844,2.01845,2672,3,0
2025-12-02 03:00:00,2.01845,2.01946,2.01796,2.0185,3894,2,0
2025-12-02 04:00:00,2.01848,2.01941,2.01717,2.01757,2380,2,0
2025-12-02 05:00:00,2.01758,2.01854,2.01693,2.01752,2780,4,0
2025-12-02 06:00:00,2.01752,2.01822,2.01733,2.0179,2435,2,0
2025-12-02 07:00:00,2.0179,2.01811,2.01555,2.01641,2201,2,0
2025-12-02 08:00:00,2.01641,2.01681,2.01546,2.016,3653,3,0
2025-12-02 09:00:00,2.01596,2.01659,2.01447,2.01585,4260,2,0
2025-12-02 10:00:00,2.01583,2.01682,2.01421,2.0156,5146,3,0
2025-12-02 11:00:00,2.0156,2.01839,2.01551,2.01738,4327,2,0
2025-12-02 12:00:00,2.01733,2.01751,2.0138,2.01577,5946,4,0
2025-12-02 13:00:00,2.01577,2.01615,2.01401,2.01545,4405,6,0
2025-12-02 14:00:00,2.01545,2.01594,2.01486,2.01515,4115,4,0
2025-12-02 15:00:00,2.01514,2.01521,2.01207,2.01226,4617,3,0
2025-12-02 16:00:00,2.01226,2.01386,2.01064,2.013,8905,4,0
2025-12-02 17:00:00,2.013,2.01309,2.00927,2.00927,10126,2,0
2025-12-02 18:00:00,2.00928,2.01203,2.00928,2.01118,7988,2,0
2025-12-02 19:00:00,2.01117,2.01277,2.01029,2.01277,5667,2,0
2025-12-02 20:00:00,2.01276,2.01339,2.0123,2.01271,4178,2,0
2025-12-02 21:00:00,2.01271,2.01308,2.01186,2.0122,3862,2,0
2025-12-02 22:00:00,2.01219,2.0124,2.01173,2.01232,3706,4,0
2025-12-02 23:00:00,2.01232,2.01298,2.01175,2.01195,1672,2,0
2025-12-03 00:00:00,2.01021,2.01237,2.00988,2.01043,496,88,0
2025-12-03 01:00:00,2.01058,2.01223,2.01047,2.01096,1778,6,0
2025-12-03 02:00:00,2.01095,2.01749,2.01034,2.01328,5103,2,0
2025-12-03 03:00:00,2.01335,2.01415,2.01139,2.01179,4154,3,0
2025-12-03 04:00:00,2.01179,2.01313,2.01062,2.01185,3836,2,0
2025-12-03 05:00:00,2.01188,2.01206,2.0105,2.01072,3415,2,0
2025-12-03 06:00:00,2.01072,2.01123,2.01033,2.01077,2424,5,0
2025-12-03 07:00:00,2.01075,2.0118,2.01042,2.01071,3200,2,0
2025-12-03 08:00:00,2.01072,2.01204,2.01057,2.01176,4173,2,0
2025-12-03 09:00:00,2.01175,2.01334,2.01131,2.01334,5485,2,0
2025-12-03 10:00:00,2.01342,2.01482,2.01247,2.01438,4746,2,0
2025-12-03 11:00:00,2.01439,2.01809,2.01397,2.01755,4898,2,0
2025-12-03 12:00:00,2.01758,2.01766,2.01558,2.01626,3686,2,0
